Locus	Annotation (TAIR10)	Mapman Category	GO term biological process	Mean Day 0 MD	Mean Day 0 MN	Mean Day 4 MD	Mean Day 4 MN	Mean Day 9 MD	Mean Day 9 MN	Mean Day 12 MD	Mean Day 12 MN	Mean Day 2rek MD	Mean Day 2rek MN
AT4G15545		not assigned.unknown	response to salt stress; hydrogen peroxide catabolic process; regulation of meristem growth; response to fructose stimulus; water transport; response to blue light; protein autophosphorylation; regulation of proton transport	101.67	218.67	94	220	131	269.33	142.67	294	122	305.33
AT4G27900	CCT motif family protein	not assigned.unknown		27.33	459.67	19.33	189	32.67	350.33	28.33	356.67	164	256.67
AT2G20920	Protein of unknown function (DUF3353)	not assigned.unknown	chlorophyll catabolic process	160	128.67	153	88.33	363	77.67	497.67	60.67	240	108.67
AT1G09810	evolutionarily conserved C-terminal region 11	not assigned.unknown		85.67	162.33	73	165	131.33	294.67	181.67	374.67	125	270.67
AT3G08010	RNA binding	not assigned.unknown	iron-sulfur cluster assembly; positive regulation of transcription. DNA-dependent; chloroplast relocation; transcription from plastid promoter; translation; mRNA modification; aromatic amino acid family biosynthetic process; protein autophosphorylation; regulation of protein dephosphorylation; ncRNA metabolic process; de-etiolation; photosystem II assembly; chloroplast organization; regulation of proton transport; rRNA processing; thylakoid membrane organization; glucosinolate biosynthetic process	118	219	109	225.33	161.67	220.33	181	233	111.33	229.67
AT3G49720		not assigned.unknown		158	228.33	146.67	250.67	105.33	238.67	88.67	238.67	148.33	193
AT2G15020		not assigned.unknown	myo-inositol hexakisphosphate biosynthetic process; 	347.67	113.67	285.67	72.67	106.67	81.33	63	38.33	536.67	149
AT5G02160		not assigned.unknown	cellular cation homeostasis; positive regulation of transcription. DNA-dependent; positive regulation of catalytic activity; divalent metal ion transport; leaf morphogenesis; ; cell differentiation	98	205	103.67	300	127.33	243.33	131.67	300.33	80	203
AT2G21870	copper ion binding;cobalt ion binding;zinc ion binding	not assigned.unknown	ubiquitin-dependent protein catabolic process; photorespiration; pollen development; proteasome core complex assembly; response to misfolded protein	163.33	239	162.33	237.67	165	183.67	137.67	132.67	161	189
AT4G17840		not assigned.unknown		108.33	132	130.67	206.33	266	133.33	254	136	217	152.67
AT2G21960		not assigned.unknown	pentose-phosphate shunt	109.67	226.67	107.33	247.67	130.67	209.33	102.67	189.33	82.67	212.67
AT5G15680	ARM repeat superfamily protein	not assigned.unknown	protein N-linked glycosylation; 	84	180.67	119.67	161.67	150.33	146.67	203.33	160.33	157	252.33
AT3G32930		not assigned.unknown		159.33	119.67	164	161	269.33	82.67	291.67	77	205	79.33
AT5G20190	Tetratricopeptide repeat (TPR)-like superfamily protein	not assigned.unknown		183	355	108.67	121.67	110	60	57	33	317	258.67
AT5G57345		not assigned.unknown	; divalent metal ion transport; cellular cation homeostasis	211.33	81.33	186	72.67	312.67	51.33	351.33	30	251.67	39.33
AT3G11560	LETM1-like protein	not assigned.unknown	regulation of meristem growth	82.33	157.67	90.67	130	171.33	223.67	220.33	218.67	91.33	198
AT3G22970	Protein of unknown function (DUF506)	not assigned.unknown		32.67	90.67	40	85.67	110.33	315.33	177.67	574.67	44	94.67
AT5G35170	adenylate kinase family protein	nucleotide metabolism	nucleobase-containing compound metabolic process; anaerobic respiration; nucleotide metabolic process; DNA-dependent transcription. elongation; nucleotide phosphorylation; photosynthesis	131.33	201	138.33	200.67	173	186.67	208.67	213.67	145.33	267.67
AT5G09650	pyrophosphorylase 6	nucleotide metabolism	metabolic process; defense response. incompatible interaction; response to cold; detection of biotic stimulus; salicylic acid biosynthetic process; jasmonic acid mediated signaling pathway; response to salt stress; photosynthesis. light reaction; response to chitin; defense response to fungus; cysteine biosynthetic process; regulation of hydrogen peroxide metabolic process; regulation of plant-type hypersensitive response; defense response to bacterium; systemic acquired resistance. salicylic acid mediated signaling pathway; protein targeting to membrane; negative regulation of defense response; phosphate-containing compound metabolic process; MAPK cascade; indoleacetic acid biosynthetic process; glucosinolate biosynthetic process; response to cadmium ion; regulation of multi-organism process	564.33	310	503.67	402.67	402.33	199.67	358	162.67	367	170
AT4G09320	Nucleoside diphosphate kinase family protein	nucleotide metabolism	UTP biosynthetic process; GTP biosynthetic process; response to salt stress; nucleoside diphosphate phosphorylation; response to cadmium ion; CTP biosynthetic process	355.67	389.67	403	453.67	346	443.33	281.33	379.67	294	387
AT3G09820	adenosine kinase 1	nucleotide metabolism	response to cadmium ion; cysteine biosynthetic process; response to trehalose-6-phosphate stimulus; purine ribonucleoside salvage; adenosine salvage	321.33	208.33	344	204.67	130.67	46	101.67	48.67	257	101.67
AT2G35040	AICARFT/IMPCHase bienzyme family protein	nucleotide metabolism	purine nucleotide biosynthetic process; pyrimidine ribonucleotide biosynthetic process; response to cold	102	133.67	125	137.33	182	242.67	193.33	206.67	94.33	164.67
AT1G29900	carbamoyl phosphate synthetase B	nucleotide metabolism	proteasomal protein catabolic process; histone H3-K9 methylation; metabolic process; cellular response to phosphate starvation; gluconeogenesis; chromatin silencing; arginine biosynthetic process; nitrogen compound metabolic process; cytoskeleton organization	69.67	80.67	87.33	72.33	184.67	1182.67	309.67	1955.67	90	99.67
AT3G25530	glyoxylate reductase 1	OPP	valine metabolic process; pentose-phosphate shunt; oxidation-reduction process; cysteine biosynthetic process; isopentenyl diphosphate biosynthetic process. mevalonate-independent pathway; microtubule nucleation; response to oxidative stress	201.67	348.33	188	385	205.33	342.33	187	291	186.67	294.33
AT3G25570	Adenosylmethionine decarboxylase family protein	polyamine metabolism	spermidine biosynthetic process; spermine biosynthetic process	377.33	690	453	646.33	376.67	346.33	194.67	234	537	629
AT3G02470	S-adenosylmethionine decarboxylase	polyamine metabolism	spermine biosynthetic process; spermidine biosynthetic process; coumarin biosynthetic process; cellular membrane fusion; phenylpropanoid metabolic process; gene silencing; response to wounding; endosomal transport; cellular modified amino acid biosynthetic process; viral genome replication; polyamine biosynthetic process; protein targeting to vacuole; polyamine catabolic process; vesicle-mediated transport	164	277	192.33	282.67	167.67	132.33	85	90.33	224.67	215.33
AT1G23820	spermidine synthase 1	polyamine metabolism	spermidine biosynthetic process	250.33	771.33	241.67	616.33	184.33	1199.67	145.67	1030	236	951
AT4G05050	ubiquitin 11	protein.aa activation	ubiquitin-dependent protein catabolic process; cellular protein modification process	429.33	777	462.67	759	492.67	315.33	526.33	327.33	544.33	546
AT5G22800	Alanyl-tRNA synthetase. class IIc	protein.aa activation	tRNA aminoacylation; alanyl-tRNA aminoacylation; embryo development ending in seed dormancy	291.33	598.33	318	623	377.33	911.33	360	885.67	262	910.67
AT1G50200	Alanyl-tRNA synthetase	protein.aa activation	tRNA aminoacylation; alanyl-tRNA aminoacylation; mRNA export from nucleus; N-terminal protein myristoylation; response to salt stress; regulation of flower development; maintenance of meristem identity; gluconeogenesis; protein maturation; glycolysis; response to cadmium ion	198.33	291.33	215.33	338	510	530.33	608.67	655	240.33	359.33
AT4G33760	tRNA synthetase class II (D. K and N) family protein	protein.aa activation	tRNA metabolic process; chloroplast organization; tRNA aminoacylation for protein translation; rRNA processing; ovule development	102	172.33	98.33	183.67	144.67	184.33	174	209.33	106.67	190
AT3G62120	Class II aaRS and biotin synthetases superfamily protein	protein.aa activation	tRNA aminoacylation for protein translation; prolyl-tRNA aminoacylation	122.33	226.33	121.67	265.33	118.67	284	122	307.67	116.67	239.33
AT5G64050	glutamate tRNA synthetase	protein.aa activation	tRNA aminoacylation; glutamyl-tRNA aminoacylation; tRNA aminoacylation for protein translation; chloroplast organization; mitochondrion organization; ovule development	122.33	195.33	129.33	223.33	157.67	271.67	148.67	214.67	104.33	187
AT3G48110	glycine-tRNA ligases	protein.aa activation	ovule development; chloroplast organization; glycyl-tRNA aminoacylation; embryo development ending in seed dormancy; regulation of embryonic development	79.67	182.33	92.33	213.33	226.67	286.33	240	317.33	93.33	219.33
AT4G04350	tRNA synthetase class I (I. L. M and V) family protein	protein.aa activation	tRNA aminoacylation for protein translation; embryo development ending in seed dormancy; thylakoid membrane organization; vegetative to reproductive phase transition of meristem; ovule development; leucyl-tRNA aminoacylation; iron-sulfur cluster assembly; chloroplast organization; rRNA processing; tRNA metabolic process; mRNA modification; stomatal complex morphogenesis	109.67	268	118.67	269.33	172	346	185.33	362	89.33	316.67
AT4G13780	methionine--tRNA ligase. putative / methionyl-tRNA synthetase. putative / MetRS. putative	protein.aa activation	methionyl-tRNA aminoacylation; tRNA aminoacylation for protein translation; response to cadmium ion	109.67	175	114	178.67	129.33	224	146	264.33	117.67	201.33
AT2G04842	threonyl-tRNA synthetase. putative / threonine--tRNA ligase. putative	protein.aa activation	threonyl-tRNA aminoacylation; tRNA aminoacylation for protein translation; embryo development ending in seed dormancy; tRNA aminoacylation	136.67	228.67	138	235.33	158.33	186.67	164	151.33	128	221.33
AT5G17170	rubredoxin family protein	protein.assembly and cofactor ligation	rRNA processing; photosystem II assembly; plastid organization; response to red light; response to far red light; pentose-phosphate shunt; response to blue light	477	288.67	427.67	284.67	365.67	412.33	323.67	329.67	383.67	286.33
AT3G24430	ATP binding	protein.assembly and cofactor ligation	ncRNA metabolic process; chlorophyll biosynthetic process; photosynthesis; maltose metabolic process; iron-sulfur cluster assembly; thylakoid membrane organization; carotenoid biosynthetic process; starch biosynthetic process; rRNA processing; isopentenyl diphosphate biosynthetic process. mevalonate-independent pathway; chloroplast relocation; pentose-phosphate shunt; positive regulation of catalytic activity	232	332.67	238.33	285	415.67	418	434.67	337.33	328	373.67
AT4G04770	ATP binding cassette protein 1	protein.assembly and cofactor ligation	response to reactive oxygen species; iron ion homeostasis; regulation of response to red or far red light; iron-sulfur cluster assembly; cellular iron ion homeostasis; response to iron ion	271.67	323	286.67	252.33	340.33	306.67	312.67	234	297.33	364.67
AT3G10670	non-intrinsic ABC protein 7	protein.assembly and cofactor ligation	cysteine biosynthetic process; transcription from plastid promoter; iron-sulfur cluster assembly; thylakoid membrane organization; rRNA processing; indoleacetic acid biosynthetic process; tryptophan catabolic process; positive regulation of transcription. DNA-dependent; embryo development ending in seed dormancy; aromatic amino acid family biosynthetic process; regulation of protein dephosphorylation; ncRNA metabolic process; chloroplast relocation; glucosinolate biosynthetic process; photosystem II assembly; transport; vegetative to reproductive phase transition of meristem; ovule development	153.33	146	143	147.33	249.67	192	283.67	122.67	153.67	115.67
AT1G49630	presequence protease 2	protein.degradation	proteolysis; protein processing	654.33	559.33	640	505	1539.67	415.67	2093.33	227.67	724.67	429
AT1G63770	Peptidase M1 family protein	protein.degradation	response to cadmium ion; proteolysis; methylglyoxal catabolic process to D-lactate	422	341.67	455.67	333.67	800.67	211.67	1140.33	156.67	736.67	338.33
AT5G42390	Insulinase (Peptidase family M16) family protein	protein.degradation	proteolysis; embryo development ending in seed dormancy	348	293.33	440.33	291.33	480	374.67	594	387.67	491.33	385
AT5G05740	ethylene-dependent gravitropism-deficient and yellow-green-like 2	protein.degradation	proteolysis; isopentenyl diphosphate biosynthetic process. mevalonate-independent pathway; stomatal complex morphogenesis; phosphatidylglycerol biosynthetic process; iron-sulfur cluster assembly; thylakoid membrane organization; ovule development; embryo development ending in seed dormancy; vegetative to reproductive phase transition of meristem	139	327.33	151	449.33	191	468	245.33	609.67	132.33	487
AT1G19740	ATP-dependent protease La (LON) domain protein	protein.degradation	photosystem II assembly; proteolysis	353.67	153.67	298.33	154	401.33	117.33	540.67	110	421.33	142.67
